gene,logFC,logCPM,P.Value,adj.P.Val
Mpp1,0.094601828,4.815914315,0.401071899,1
Mgmt,0.094612301,0.463419899,0.782401793,1
Oas2,0.428166228,0.430932555,0.203928721,0.889273508
Als2,0.094643432,5.767107234,0.408055654,1
Spag6,0.094663044,1.582608329,0.688133689,1
Ttc4,0.094706725,5.374619544,0.349790784,1
Slc35e2,0.094721502,5.302103965,0.389791856,1
Tagap,0.094743985,0.985256759,0.764917899,1
Acad9,0.094764426,4.867601545,0.394479692,1
Shc1,0.094790459,3.953211491,0.510475851,1
Nkain2,0.09479414,5.727004016,0.338992732,1
2310009B15Rik,0.094820462,2.882664318,0.587868118,1
Urah,0.094836917,-0.652909996,0.942387509,1
Eid1,0.094842177,7.313615887,0.290411646,0.982492329
Kbtbd11,0.09488995,7.871418549,0.338131069,1
Naa15,0.094972063,5.73923957,0.358903526,1
Capn5,0.095010675,6.607319094,0.309840227,0.991634449
L3hypdh,0.095059303,1.276024591,0.726616636,1
Hbp1,0.095102918,4.175918656,0.452974893,1
Nat9,0.095128806,2.944779957,0.61621684,1
Ankrd13d,0.095266478,5.419477279,0.343130911,1
Prmt6,0.095306016,4.121273013,0.49036015,1
Cpq,0.095331025,3.846123611,0.593171088,1
Pik3ip1,0.095331848,5.116215091,0.381612624,1
Zfp2,0.095396675,3.741466001,0.512175818,1
AI987944,0.095445554,2.931442016,0.600003467,1
Snrpe,0.095458759,3.652574197,0.517310893,1
Actr6,0.095518344,3.723216594,0.508949138,1
Arhgap17,0.095594241,4.480796351,0.498947412,1
A230006K03Rik,0.095636857,0.701542407,0.798793424,1
Ikzf2,0.095660185,2.501954157,0.64911309,1
Cndp2,0.095717906,5.287311059,0.3802096,1
Heatr6,0.095744934,4.57047447,0.413264788,1
Syf2,0.095777328,4.942739388,0.40064833,1
Zfp518a,0.095780563,3.859069836,0.499534827,1
Ntmt1,0.09580966,3.850728655,0.486021568,1
P3h4,0.095817412,3.947889864,0.501567284,1
Zfp711,0.095846999,3.209295313,0.589961312,1
Etfa,0.096023707,4.238535345,0.498707159,1
Zfp940,0.096044592,3.86976435,0.482584693,1
Fmnl1,0.096080312,7.178552007,0.347758897,1
Gm12671,-1.1598046,-3.049110462,0.55328679,1
Gan,0.096135445,4.911051251,0.418229617,1
Zfp943,0.096447594,4.103367248,0.479581825,1
Drg1,0.096451063,5.821935479,0.316937761,0.993843158
Atg16l2,0.096468452,3.740340217,0.493164527,1
Esco1,0.096546375,4.011299802,0.539510368,1
Ttc27,0.096601449,4.067436916,0.456587046,1
Baz2a,0.09661971,6.478373406,0.37292218,1
Acap3,0.096633095,7.143972462,0.291504844,0.982492329
Mlxipl,0.096640882,2.25912557,0.642633001,1
Lrrd1,0.096650572,-0.241389595,0.803287321,1
Pwwp2b,0.096660684,5.085935074,0.439185935,1
Wbscr17,0.096716534,7.643784802,0.322760668,0.998017196
Cst3,0.096743111,10.0133693,0.300004882,0.982492329
Ankrd23,0.096775237,-0.77310913,0.93312913,1
Apol8,0.09678797,2.284803322,0.622227174,1
Bccip,0.096808936,4.144026419,0.454503841,1
Lrrc57,0.096876237,4.734756442,0.399348932,1
Gtpbp3,0.096904666,4.165725084,0.466443119,1
Wdr11,0.096924246,5.68256062,0.329774308,1
Snca,0.096939011,6.969826043,0.304086158,0.984680611
Lpar3,0.097025433,-1.62510205,1,1
Naa10,0.097099724,3.34455998,0.520884456,1
Mcm4,0.097180071,3.338189979,0.534684797,1
Slitrk3,0.097200284,6.339490254,0.340203642,1
Eda,0.097218082,2.766953878,0.575938768,1
Psmd13,0.097286244,5.570256935,0.335091616,1
Asxl2,0.097306557,5.162046876,0.370271475,1
Tbkbp1,0.097320931,6.909843215,0.296643841,0.982492329
Csmd1,0.097375319,6.350390239,0.326170255,1
Nln,0.097407083,4.843552981,0.385215615,1
Mpc1,0.097413887,4.839263142,0.414663452,1
Npdc1,0.097425361,7.932441436,0.252778802,0.95537892
Psma3,0.09742752,5.872425255,0.33156074,1
Cradd,0.097473122,2.368609823,0.634055014,1
Nid2,-0.335663454,3.23320569,0.170253301,0.837725028
Aamdc,0.097500288,3.849152943,0.489453106,1
Mal2,0.097514086,7.381781379,0.279711739,0.975746962
Adam23,0.097531371,7.155118174,0.285541421,0.982492329
Pnn,0.09771764,5.821142022,0.365919099,1
Ttc14,0.097822702,6.795438201,0.274101011,0.970882757
Med17,0.09782517,4.767163974,0.388596788,1
Suv39h2,0.097897113,2.082987952,0.663773167,1
Atp4a,0.097902332,-0.309250259,0.846638149,1
Rlim,0.098014824,6.093005289,0.350029425,1
Fbxw2,0.098028297,6.001074981,0.317333643,0.994028961
Mybl1,0.098057488,1.557989209,0.695147073,1
Slc19a2,0.098091602,4.062523397,0.457607914,1
Gm3695,0.098096359,-1.624802217,1,1
Pih1d1,0.098215767,4.200977812,0.448421404,1
Zscan2,0.098233737,2.987764187,0.550958649,1
Cyp4f15,0.098260419,4.035723276,0.477718273,1
Mccc2,0.098319519,4.103188466,0.449502993,1
Noct,0.098322534,6.134983362,0.327553322,1
Phf20l1,0.098347931,6.075948791,0.336531926,1
1110004F10Rik,0.098389498,5.945343118,0.314418231,0.993798242
Bcl2l1,0.098414316,6.794219672,0.268738314,0.96926685
Tmem201,0.098509534,6.461373189,0.290301557,0.982492329
Cptp,0.098591246,4.142379263,0.451065511,1
2310035C23Rik,0.098612118,6.176431418,0.29552286,0.982492329
Nek3,0.098629551,1.206969056,0.740572232,1
Polg,0.098680692,5.586493276,0.32014429,0.996378639
Lair1,0.098751678,3.573732375,0.557869618,1
Clip4,0.098774012,6.051677895,0.32554412,1
Mtbp,0.098801365,0.857917656,0.752673053,1
RP23-305G22.3,0.098853562,-0.772906584,0.931722849,1
Paqr8,0.098928902,7.502107818,0.301679522,0.982492329
Mbtps1,0.098930865,6.575976352,0.274258102,0.970882757
Gm11346,0.098969458,-1.566913452,1,1
Ndufa4l2,0.098970101,1.533373574,0.699987728,1
Htr1b,0.099148867,2.936667409,0.552429342,1
Mdp1,0.099152697,4.605888063,0.416115396,1
Fcho1,0.099174037,5.969455019,0.314227928,0.993798242
Sdhd,0.099183147,5.198905842,0.381724236,1
Pxmp2,0.099192599,1.858752463,0.656951907,1
Morc2a,0.099221273,5.413363215,0.362208152,1
Map2k1,0.09922804,7.900445501,0.251759168,0.954706679
Selenof,0.09927456,6.876312983,0.344535462,1
Cox15,0.099338993,4.638757,0.406026173,1
Adam15,0.099372177,6.971865473,0.274150538,0.970882757
Zranb2,0.099391268,7.019844031,0.264665351,0.964287359
Hgf,0.099434023,2.074529455,0.666350625,1
Gm5784,0.099523346,-0.83841929,0.932903721,1
D2hgdh,0.099626108,3.437603572,0.509540115,1
Zfp263,0.099635391,4.309180881,0.415991096,1
Gm7684,0.099760131,-1.682925533,1,1
Fkbp1b,0.099788407,4.208378148,0.459564745,1
Gm29595,0.099883328,-0.80488649,0.927283813,1
Nav3,0.099891543,6.453877303,0.305553269,0.986484884
Armc4,0.099913156,0.023830196,0.827985189,1
Chmp5,0.099958057,5.680678925,0.306193521,0.987159499
Pigl,0.099984255,2.525329393,0.618195758,1
Zfyve26,0.100046353,4.832986819,0.408438065,1
Sulf2,0.100052913,7.214083576,0.311309174,0.992702886
Kxd1,0.100203502,4.555409001,0.410426235,1
Mkrn2,0.100228904,4.642345982,0.401892509,1
Cdc16,0.100310264,5.368667285,0.318880116,0.995211627
Hmgb1,0.10034945,6.640768261,0.265887896,0.965380395
Gm14827,0.100353748,1.895842213,0.667690881,1
Rcbtb1,0.100403095,5.234722536,0.367958654,1
Msto1,0.10042302,3.992077943,0.46280067,1
Abca8b,0.100424337,4.79789687,0.370523893,1
Osbpl9,0.100489936,5.666526679,0.317408117,0.994028961
Igsf1,0.10049484,3.266428959,0.526214856,1
Skida1,0.100522627,4.086524224,0.46337519,1
Lcp2,0.100541021,1.95508147,0.657117351,1
Gm44117,0.100548099,-0.836196327,0.933981487,1
Cck,0.100633491,7.893288004,0.291981405,0.982492329
Atp6v1e1,0.100713934,7.702149852,0.280815634,0.97675889
Pomp,0.10072217,5.854339864,0.316889135,0.993843158
Lmx1b,0.100730056,-1.683495772,1,1
Ispd,0.100738472,2.391845567,0.58318303,1
Gm7347,0.100779988,-1.623921831,1,1
Zfp758,0.100843481,3.059288347,0.566850665,1
Wdfy4,0.100936709,1.925151883,0.634793461,1
Ccar2,0.101010568,6.399864013,0.280517828,0.976488098
Rasgef1a,0.101037143,8.151636713,0.253505979,0.956283189
Zfp14,0.101083952,3.262056531,0.522266483,1
Rad51,0.101100767,-0.740382443,0.879717377,1
Slc25a12,0.101166197,7.263953195,0.276261725,0.974529227
Exoc1,0.101166724,5.484186416,0.31365791,0.993798242
Wdr54,0.101229655,3.592537408,0.487338132,1
Cnot11,0.101241373,5.183655191,0.350194112,1
Gpr61,0.101242292,3.773261424,0.473116351,1
Sec24a,0.101245367,4.756453445,0.382934976,1
Gtf2h5,0.101283675,5.336712238,0.329420323,1
Orc4,0.101402679,5.464851655,0.329029806,1
Cdh22,0.101470678,4.643257193,0.430298704,1
Rpl3-ps1,0.101584011,1.496405951,0.712561045,1
Smoc2,0.101606416,5.092573937,0.392811882,1
Hmgcs2,0.101611639,3.418690392,0.592233957,1
Arl1,0.101636536,6.489806767,0.260997254,0.960436023
Mboat2,0.101738413,4.593882662,0.385079782,1
Gm3854,0.101755957,1.823799222,0.686417101,1
Gabpb2,0.101788978,4.574482567,0.428172862,1
Commd2,0.101795814,3.368779493,0.516935642,1
Cacna1a,0.10180046,7.834320609,0.279702687,0.975746962
Vezt,0.10186105,5.990132692,0.285685864,0.982492329
Gm26518,0.101936337,-1.683235284,1,1
Tmem186,0.101969481,3.614536257,0.479396315,1
Cntn3,0.101997622,3.695563067,0.474397039,1
Aasdhppt,0.102043253,4.353170228,0.408502796,1
Ptpn3,0.102046555,6.295160331,0.281673515,0.977100751
Borcs5,0.102056648,4.76398389,0.373589969,1
Dync1i2,0.102107411,7.075156682,0.257098708,0.958661209
Bhlhe40,0.102123106,6.98464336,0.295551647,0.982492329
Kif18a,0.102142187,0.024572491,0.76781835,1
Islr2,0.102206012,7.202135697,0.323722822,0.998723249
Zfp945,0.102231168,3.73953585,0.50233645,1
Diexf,0.102236692,4.045524689,0.437899869,1
Rps13-ps2,0.102245698,0.868308844,0.775698674,1
Slc35f2,0.102275499,2.25007542,0.639748908,1
Cyp2u1,0.102295589,3.07914309,0.532865195,1
mt-Nd4,0.102329043,12.73038362,0.265226509,0.965049573
Rbm22,0.102335558,5.425955242,0.316235438,0.993843158
Dock2,0.102344483,2.845104184,0.553084591,1
Ndufb7,0.102361971,5.478893256,0.351929313,1
Ppa2,0.10237078,4.668981876,0.409256802,1
Nutf2,0.102383192,3.879400132,0.463803592,1
Atp5sl,0.102402893,5.197471358,0.34037649,1
Dusp7,0.102418625,6.256783086,0.288088528,0.982492329
Zfp239,0.102452785,4.933114403,0.35793377,1
Etf1,0.102472245,6.323667103,0.290960081,0.982492329
Pald1,0.102477502,4.010336222,0.463610797,1
Colq,0.102522976,-0.837562118,0.931657115,1
Zfp932,0.102590127,3.727578958,0.469237863,1
Cers5,0.10263435,4.8748471,0.357294804,1
Atg101,0.102635449,4.354303177,0.449926898,1
Zfp777,0.10267844,5.260286303,0.341879856,1
Wap,2.678608989,-3.489279878,0.578378509,1
Gatb,0.102706377,3.935195109,0.443900247,1
Dhx36,0.102829181,6.18010975,0.288113383,0.982492329
Pdlim1,0.102836721,2.658247192,0.568804071,1
Cpt1c,0.10289795,7.020308818,0.253302664,0.956031406
BC004004,0.102901748,5.766674691,0.309468399,0.991260274
Galk2,0.102937268,4.125937554,0.420364737,1
Lag3,0.102991639,3.614658966,0.497985057,1
Actl6b,0.102992239,6.094308304,0.304045014,0.984680611
Asf1a,0.102993227,2.545801227,0.573447132,1
Dtx3,0.103029764,7.351673703,0.252951196,0.955637607
Tbc1d23,0.103055204,4.799211996,0.359102138,1
Zfp119b,0.103111137,0.997995746,0.734323465,1
Cldnd2,-0.855037979,-3.127041829,0.739760429,1
Atl1,0.103188274,6.588798393,0.267477685,0.967283459
Hectd2,0.103205523,4.493416723,0.44516847,1
D830044I16Rik,0.103213174,0.941089914,0.759934797,1
Rai14,0.103305632,3.164168448,0.560081196,1
Osbpl7,0.103310517,4.282542812,0.415110596,1
Cfap74,0.103317131,3.607976531,0.536424815,1
Adamtsl2,0.103325047,2.0033081,0.682949419,1
Tro,0.103335121,7.26068331,0.293431662,0.982492329
Sart1,0.103384258,5.44706725,0.313649783,0.993798242
Tmem110,0.103385214,4.583037765,0.372638306,1
Nucb2,0.103392201,3.451441798,0.488539215,1
Gpc2,0.103400455,-0.354042907,0.831513462,1
Elmsan1,0.103409518,5.514391021,0.375090993,1
C030014I23Rik,0.103475229,2.209038714,0.6191492,1
Tns3,0.103490691,6.36496719,0.322456147,0.997866826
Acadvl,0.103498711,3.746619367,0.458356445,1
Sptssa,0.103500955,3.868655906,0.463384322,1
F2rl1,0.999310027,-2.010002209,0.23995073,0.942745659
Abhd14b,0.103578493,3.824961772,0.469795848,1
Hinfp,0.103589755,4.353615806,0.402156411,1
Ivd,0.103660599,6.447001953,0.25124117,0.953830643
Bclaf1,0.103696532,7.066689816,0.260236906,0.959876926
Ubxn7,0.103723146,5.483434313,0.327338458,1
Slc44a2,0.103828339,5.44865634,0.313676848,0.993798242
Snrpd1,0.103830782,4.707343606,0.36319538,1
Snhg12,0.103831103,3.978590056,0.464016293,1
Nsun2,0.103882693,5.664421598,0.282416974,0.978052894
Cycs,0.103971331,5.619855143,0.31155991,0.992702886
Itih3,0.104001845,4.852752182,0.500643799,1
Carmil2,0.104079375,5.716676683,0.306682878,0.98783986
Mxd1,0.104105972,4.482527913,0.427712768,1
Rps11-ps1,0.104112319,-0.377001897,0.850168357,1
Wdr81,0.104122205,5.413135735,0.311160916,0.992702886
Commd1,0.10412534,3.96168432,0.442695731,1
Txnrd2,0.104173662,3.241004435,0.525966984,1
Eif2b4,0.104196291,4.646863568,0.39445916,1
Gm5526,0.104223836,1.133194386,0.707805746,1
Arhgap9,0.104245231,0.325980427,0.771243023,1
Zcchc11,0.104262315,5.280076261,0.325279041,1
Mbd1,0.104272733,4.665263618,0.391740751,1
Gm7160,0.104289996,0.340259619,0.759111049,1
Brix1,0.104312561,4.049371269,0.447537766,1
Harbi1,0.104384313,1.834495893,0.646933794,1
Oasl1,0.546503189,-0.488789861,0.219688272,0.916181209
Gch1,0.104490021,0.574324841,0.762441738,1
Zkscan1,0.104504498,5.651099159,0.329747006,1
Casp1,0.104636283,1.428183594,0.671646108,1
Tsks,0.104689931,-0.870040745,0.930899545,1
Apoo,0.104689968,4.517628507,0.390299439,1
Trim14,0.1047144,-0.049378542,0.826087222,1
Nae1,0.10471495,4.954277632,0.357512324,1
Anapc13,0.104760233,4.027491054,0.463709302,1
Brd8,0.104770306,5.419181978,0.304927991,0.985789453
Carlr,0.104826344,-0.306525813,0.803172968,1
Triap1,0.104832849,3.006598483,0.536523069,1
Exosc10,0.10492287,5.575724464,0.295252593,0.982492329
Il13ra1,0.104979589,3.312694694,0.548291995,1
Mrps9,0.104980074,4.847304732,0.366648145,1
C030047K22Rik,0.104996835,-1.682674381,1,1
P3h2,0.10501301,2.53065892,0.625630785,1
Tceal3,0.105023792,6.248686013,0.295849341,0.982492329
Cyb5a,0.10503221,5.028654434,0.345854324,1
Zfp141,0.105054644,3.470950954,0.494566685,1
Wtip,0.105102865,3.177970247,0.534777086,1
Ppp1r2-ps1,0.105120588,-1.742190794,1,1
Akna,0.105129835,2.703206104,0.56601205,1
Plec,0.105139722,7.697408086,0.236346778,0.94050781
Cetn2,0.105177623,4.330906248,0.39274455,1
Zfp81,0.105193881,4.897030593,0.355354538,1
Serp2,0.105231008,5.569796522,0.314107111,0.993798242
Tmem87b,0.105265106,5.243466369,0.311417897,0.992702886
Wdr83,0.105271912,3.532588272,0.466793611,1
Map3k20,0.105275138,3.026141119,0.511028148,1
Serf1,0.105369171,2.027343187,0.638560535,1
Cul1,0.105406331,6.673496194,0.252686541,0.955234707
RP23-240M3.1,0.105436408,-0.837468006,0.937460499,1
Eml4,0.105462317,5.278310815,0.318714426,0.995211627
Gm13025,0.10551948,-1.742933218,1,1
Noc4l,0.105553879,4.068039938,0.439409511,1
Yif1b,0.105569985,4.015785227,0.472077402,1
Fam46c,0.105580363,2.944660165,0.622408534,1
Evc2,0.105624439,5.189542984,0.37398285,1
Uri1,0.105833488,5.571750935,0.284253145,0.980779644
Cops5,0.105901305,5.605826552,0.308352891,0.990089471
Jagn1,0.105903778,4.307284147,0.406420856,1
Nfu1,0.105933741,5.342240808,0.306895398,0.988322981
Snw1,0.106062182,5.041255841,0.321276331,0.997016953
Mtdh,0.106065399,6.417932513,0.250313939,0.953432911
Ccdc124,0.106072806,5.871435431,0.303556049,0.984073039
Rara,0.106073856,4.079183433,0.419343716,1
Lrrn4,0.106084382,1.81003924,0.662907496,1
Ubr7,0.106153046,5.262764209,0.301898872,0.982492329
Cir1,0.106167901,3.879444127,0.430405129,1
Fam72a,0.106178251,0.00817733,0.767206663,1
Pdgfra,0.106190731,5.855870911,0.300509582,0.982492329
Ttll3,0.106226221,4.099585429,0.46898348,1
Fbxo34,0.106244026,6.09493778,0.287096781,0.982492329
Zfp647,0.106335228,1.649652848,0.651077562,1
Ugdh,0.106397395,4.403371038,0.389396483,1
Diablo,0.106421856,4.584156574,0.370468813,1
Cenpo,0.106439859,1.721471468,0.647681199,1
Atf1,0.106441546,3.111749866,0.529085868,1
Csrnp2,0.106507808,4.731355947,0.376471686,1
Ints1,0.106509993,6.643440951,0.239144914,0.942389672
Cox19,0.106525668,4.640991104,0.385965243,1
Son,0.106549407,8.404028587,0.22249876,0.920707852
Col5a1,0.106660937,4.0522294,0.593347439,1
Tbc1d15,0.106724526,4.946840491,0.369744499,1
Stx5a,0.106730393,5.686651505,0.2845946,0.981211529
9030624G23Rik,0.106759371,-1.742203147,1,1
Stoml2,0.106775524,4.818243715,0.347832909,1
Gm7285,0.106873437,-0.975707181,0.925757009,1
Nudt14,0.10689098,2.346487371,0.620280494,1
Glb1l2,0.139952979,0.978060563,0.680830834,1
Gm12657,0.106994674,-1.741962943,1,1
Sult2b1,0.107055988,3.142605483,0.508572868,1
Mettl1,0.107250224,3.215491003,0.498130307,1
Zfp747,0.10733151,2.202585665,0.612084813,1
Elovl4,0.107335296,5.884242506,0.260626643,0.960240557
Mllt10,0.107403011,4.983783925,0.336197658,1
Car4,0.107441294,4.84291281,0.352731326,1
Palm3,0.107480835,1.691753002,0.653600544,1
Rcc1l,0.107560529,3.204253505,0.51003905,1
BC005537,0.107651802,7.797913508,0.232440982,0.936147151
Rfx7,0.107658134,5.3920564,0.312797891,0.993798242
Axl,0.107659252,6.217239957,0.289381785,0.982492329
Wdr77,0.107718381,4.243730166,0.400837616,1
Gm1673,0.107764407,3.85406744,0.477160696,1
Hdhd3,0.10777486,2.030657491,0.63257622,1
Lipt2,0.107787104,2.014090831,0.647986468,1
Sugp2,0.107795012,6.482578278,0.248308012,0.95185683
Trim67,0.107804,2.569863596,0.604468287,1
Vipr1,0.107855468,4.313036441,0.402951283,1
Speg,0.107857068,7.503606629,0.227836417,0.929930617
Plpp5,0.107913412,4.189690448,0.433047999,1
Cox18,0.107956808,3.558632707,0.456775256,1
Clnk,0.107972222,-0.939559773,0.930723233,1
Dtd1,0.108047299,4.834051752,0.346266801,1
Tctex1d4,0.108130802,0.483715051,0.743564946,1
Pmpca,0.108151951,5.879375428,0.261593391,0.961070603
Chaf1a,0.108152461,1.778762252,0.645415253,1
Esr1,0.108189696,1.583674748,0.650060244,1
Smn1,0.108225783,3.904588611,0.447227491,1
Cln6,0.108265668,3.841831443,0.432422763,1
Snx11,0.108275351,4.766329596,0.370947386,1
Crls1,0.108289422,5.486618624,0.289728635,0.982492329
Slc45a1,0.108294047,5.564088339,0.307621471,0.989200629
Ddrgk1,0.108365771,5.629890119,0.315410705,0.993798242
Pmm1,0.108409955,6.767767967,0.249390174,0.953427042
Ccdc122,0.108453489,1.235624407,0.669663665,1
Rpl9,0.108491851,7.502391832,0.29024189,0.982492329
Rida,0.108646922,4.560424894,0.355452095,1
Hspe1,0.108658786,4.88140611,0.349055555,1
Srcap,0.108671868,3.524532222,0.465948733,1
Tyw3,0.108673693,2.805536708,0.536477499,1
Tmem126b,0.108674209,4.530947847,0.365660584,1
Atp5k,0.108703588,4.691373714,0.411612723,1
Asb13,0.10873303,4.891461416,0.331873205,1
Arl3,0.108799647,5.839465032,0.276962082,0.974529227
Nup35,0.108809118,2.747179916,0.530108187,1
Zfp248,0.108810947,2.866387554,0.527850388,1
Pls3,0.108817425,7.750262236,0.22074072,0.918173313
Zcchc17,0.108864166,5.71924807,0.27692184,0.974529227
BC003965,0.108865165,4.781489297,0.349857655,1
Insr,0.108880327,5.796984674,0.297253828,0.982492329
1700021F05Rik,0.108887942,3.667384598,0.443315632,1
Trpt1,0.108954228,2.62724971,0.548048874,1
Robo2,0.108991658,6.641336894,0.246016931,0.948736799
Trdmt1,0.108995144,2.555242532,0.548919222,1
Slc35f6,0.10907,5.200092532,0.289688575,0.982492329
Gmppa,0.109082778,5.115840655,0.319055594,0.995211627
Morf4l2,0.109089952,7.35403944,0.215536407,0.908066896
C330013E15Rik,0.109120805,-0.047966351,0.784713281,1
Ccdc90b,0.109149823,3.130990971,0.513953076,1
Spns1,0.10916249,5.522574483,0.276089549,0.974445918
Vmp1,0.109185816,6.31133171,0.249507897,0.953432911
Selenok,0.109252339,5.806405091,0.292470381,0.982492329
Plppr4,0.109264092,8.283884787,0.205241318,0.89220049
Gm26792,0.109283745,1.552570048,0.656355877,1
Adcy9,0.109309175,6.657390166,0.321170657,0.997016953
Mink1,0.109324776,8.98020615,0.264663955,0.964287359
Eif6,0.109370305,4.618745814,0.376272374,1
Dlg2,0.109445308,0.663898631,0.744437013,1
Ilf2,0.109478351,5.799405402,0.255522141,0.958125612
Isy1,0.109502222,3.918115775,0.422768008,1
Pgm2,0.109556861,6.106237651,0.272360104,0.970490908
Jchain,-0.847809271,-0.612416894,0.069174862,0.610479642
Wdr45b,0.109593964,5.865508789,0.255455074,0.958125612
Fam213a,0.109603745,6.326046081,0.266788048,0.966418542
Ngrn,0.109680617,4.745503483,0.376669145,1
Exosc9,0.109762238,3.995368977,0.42956977,1
Rpl8,0.109785765,7.820198037,0.255103686,0.958125612
Rfx5,0.109909489,4.536778369,0.381815883,1
Trpm6,0.10999034,-0.376712052,0.813701388,1
Kansl2-ps,0.110012909,-1.804537789,1,1
Zfp541,0.110063279,-0.107370558,0.754689489,1
Tmem181a,0.110088013,5.469424057,0.296669451,0.982492329
Psmf1,0.110170632,4.869230213,0.323685178,0.998720307
6330549D23Rik,0.110192479,-0.088132341,0.757354505,1
Acsf3,0.110245472,3.931971896,0.434212654,1
Polr2i,0.110283579,3.578837637,0.47411957,1
Serpini1,0.110288077,7.178712459,0.31610042,0.993843158
Lhx1,0.11029965,-0.191317314,0.834704221,1
Vps51,0.110316617,5.044776299,0.342604496,1
Tmem18,0.110344082,4.998933214,0.33660369,1
Mrm3,0.110393563,3.004938557,0.508080215,1
Gm16485,0.110481083,3.194221435,0.490228108,1
Haus7,0.110536682,1.984480695,0.604695505,1
Kcnk4,0.11057054,3.412175877,0.47374043,1
BC017158,0.110577451,4.144380019,0.397048234,1
Chuk,0.110590479,4.961896491,0.330116352,1
Ktn1,0.110619609,6.151320715,0.238252608,0.942389672
Fggy,0.110694087,2.603515794,0.5499492,1
