"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","cluster","gene"
"RBM34",0.925,0.628162196015405,0.85,0.628162196015405,0.974,0.268,"OO","RBM34"
"SNAPC1",0.925,0.609806882721334,0.85,0.609806882721334,0.976,0.199,"OO","SNAPC1"
"STAT1",0.925,0.56871326944345,0.85,0.56871326944345,0.959,0.192,"OO","STAT1"
"C1orf146",0.924,3.03507833771485,0.848,3.03507833771485,0.856,0.012,"OO","C1orf146"
"L2HGDH",0.924,2.74892563423315,0.848,2.74892563423315,0.859,0.012,"OO","L2HGDH"
"RASGRF1",0.924,2.58646733501084,0.848,2.58646733501084,0.852,0.004,"OO","RASGRF1"
"ENSMFAG00000046282",0.924,2.25461235829107,0.848,2.25461235829107,0.861,0.011,"OO","ENSMFAG00000046282"
"TLE2",0.924,2.10385409744051,0.848,2.10385409744051,0.878,0.038,"OO","TLE2"
"FAM9C",0.924,1.70527363730827,0.848,1.70527363730827,0.854,0.006,"OO","FAM9C"
"CDR2",0.924,1.47607397376389,0.848,1.47607397376389,0.883,0.06,"OO","CDR2"
"UTP4",0.924,1.33868965550487,0.848,1.33868965550487,0.943,0.191,"OO","UTP4"
"ENSMFAG00000038040",0.924,1.26812494664921,0.848,1.26812494664921,0.935,0.15,"OO","ENSMFAG00000038040"
"TRIM39",0.924,1.18830583553899,0.848,1.18830583553899,0.988,0.399,"OO","TRIM39"
"ZCCHC9",0.924,1.12153974143692,0.848,1.12153974143692,0.981,0.288,"OO","ZCCHC9"
"SLC4A7",0.924,1.10502102664661,0.848,1.10502102664661,0.94,0.134,"OO","SLC4A7"
"AMZ2",0.924,1.08936074689504,0.848,1.08936074689504,0.978,0.301,"OO","AMZ2"
"PTPN2",0.924,0.985067578846166,0.848,0.985067578846166,0.981,0.321,"OO","PTPN2"
"PCGF6",0.924,0.919840275413835,0.848,0.919840275413835,0.9,0.072,"OO","PCGF6"
"CEP89",0.924,0.796061262849191,0.848,0.796061262849191,0.926,0.094,"OO","CEP89"
"GARS",0.924,0.755502852689805,0.848,0.755502852689805,0.974,0.22,"OO","GARS"
"ZNF770",0.924,0.618098390971509,0.848,0.618098390971509,0.904,0.057,"OO","ZNF770"
"ENSMFAG00000034364",0.924,0.598509259951058,0.848,0.598509259951058,0.883,0.044,"OO","ENSMFAG00000034364"
"SNAP91",0.923,2.13038682058757,0.846,2.13038682058757,0.856,0.012,"OO","SNAP91"
"CFAP206",0.923,1.97367136125973,0.846,1.97367136125973,0.854,0.007,"OO","CFAP206"
"CBLN2",0.923,1.95250981182049,0.846,1.95250981182049,0.864,0.027,"OO","CBLN2"
"FGF9",0.923,1.75705883363586,0.846,1.75705883363586,0.88,0.04,"OO","FGF9"
"HAUS7",0.923,1.71002498287779,0.846,1.71002498287779,0.864,0.022,"OO","HAUS7"
"RRM2",0.923,1.68217061534772,0.846,1.68217061534772,0.9,0.08,"OO","RRM2"
"LSM6",0.923,1.54182174732119,0.846,1.54182174732119,0.995,0.519,"OO","LSM6"
"SLC37A1",0.923,1.48515978576068,0.846,1.48515978576068,0.868,0.025,"OO","SLC37A1"
"ACSL3",0.923,1.47716534946236,0.846,1.47716534946236,0.952,0.189,"OO","ACSL3"
"ENSMFAG00000039136",0.923,1.3925049284538,0.846,1.3925049284538,0.895,0.06,"OO","ENSMFAG00000039136"
"LRRC40",0.923,1.29979323347772,0.846,1.29979323347772,0.909,0.077,"OO","LRRC40"
"ENSMFAG00000033396",0.923,1.23793792523779,0.846,1.23793792523779,0.947,0.139,"OO","ENSMFAG00000033396"
"DNAJA4",0.923,1.12043858031371,0.846,1.12043858031371,0.914,0.107,"OO","DNAJA4"
"ENSMFAG00000035924",0.923,1.06330507380276,0.846,1.06330507380276,0.964,0.118,"OO","ENSMFAG00000035924"
"CCBE1",0.923,1.02397715342468,0.846,1.02397715342468,0.878,0.032,"OO","CCBE1"
"RAE1",0.923,0.994929651580406,0.846,0.994929651580406,0.938,0.153,"OO","RAE1"
"MPP1",0.923,0.980954130502728,0.846,0.980954130502728,0.928,0.131,"OO","MPP1"
"GLRX5",0.923,0.979804894100362,0.846,0.979804894100362,0.943,0.145,"OO","GLRX5"
"ENSMFAG00000043149",0.923,0.967368925285724,0.846,0.967368925285724,0.919,0.135,"OO","ENSMFAG00000043149"
"NRXN1",0.923,0.95138361686551,0.846,0.95138361686551,0.876,0.033,"OO","NRXN1"
"USP7",0.923,0.944745352218299,0.846,0.944745352218299,0.978,0.25,"OO","USP7"
"DNM1L",0.923,0.9144511435743,0.846,0.9144511435743,0.969,0.265,"OO","DNM1L"
"CUX1",0.923,0.883608267577859,0.846,0.883608267577859,0.907,0.063,"OO","CUX1"
"CBLL1",0.923,0.875092488885398,0.846,0.875092488885398,0.904,0.066,"OO","CBLL1"
"DCUN1D4",0.923,0.868052938219123,0.846,0.868052938219123,0.943,0.141,"OO","DCUN1D4"
"NEIL3",0.923,0.807825039491647,0.846,0.807825039491647,0.964,0.357,"OO","NEIL3"
"CCDC141",0.923,0.635009078495583,0.846,0.635009078495583,0.871,0.024,"OO","CCDC141"
"FAM98A",0.923,0.612682642993843,0.846,0.612682642993843,0.933,0.109,"OO","FAM98A"
"SH3KBP1",0.923,0.603618002191798,0.846,0.603618002191798,0.969,0.158,"OO","SH3KBP1"
"TROAP",0.922,2.45620058041104,0.844,2.45620058041104,0.847,0.007,"OO","TROAP"
"DCC",0.922,1.85527121496904,0.844,1.85527121496904,0.856,0.011,"OO","DCC"
"HSD11B1L",0.922,1.82403656462741,0.844,1.82403656462741,0.9,0.08,"OO","HSD11B1L"
"NIFK",0.922,1.55521047524686,0.844,1.55521047524686,0.978,0.35,"OO","NIFK"
"CENPN",0.922,1.54896595197098,0.844,1.54896595197098,0.88,0.051,"OO","CENPN"
"BRI3",0.922,1.37922370121359,0.844,1.37922370121359,0.974,0.328,"OO","BRI3"
"PREB",0.922,1.34950960396781,0.844,1.34950960396781,0.931,0.119,"OO","PREB"
"CDC123",0.922,1.34543968555788,0.844,1.34543968555788,0.974,0.311,"OO","CDC123"
"HSF2",0.922,1.21097468844268,0.844,1.21097468844268,0.945,0.146,"OO","HSF2"
"ENSMFAG00000037365",0.922,1.14082651870126,0.844,1.14082651870126,0.94,0.175,"OO","ENSMFAG00000037365"
"ALKBH1",0.922,1.12089765256124,0.844,1.12089765256124,0.89,0.054,"OO","ALKBH1"
"LRRC42",0.922,1.09356967597588,0.844,1.09356967597588,0.955,0.168,"OO","LRRC42"
"DYNC2LI1",0.922,1.03468199622523,0.844,1.03468199622523,0.955,0.198,"OO","DYNC2LI1"
"DLG1",0.922,1.03070420446953,0.844,1.03070420446953,0.94,0.177,"OO","DLG1"
"PXYLP1",0.922,0.99445133120081,0.844,0.99445133120081,0.871,0.035,"OO","PXYLP1"
"UTP11",0.922,0.857126988053108,0.844,0.857126988053108,0.978,0.344,"OO","UTP11"
"RPAIN",0.922,0.680234835778932,0.844,0.680234835778932,0.955,0.15,"OO","RPAIN"
"SOX15",0.921,2.75127270578533,0.842,2.75127270578533,0.849,0.009,"OO","SOX15"
"SHD",0.921,2.71674525579749,0.842,2.71674525579749,0.844,0.002,"OO","SHD"
"DSCAML1",0.921,2.50275130106247,0.842,2.50275130106247,0.847,0.005,"OO","DSCAML1"
"ENSMFAG00000046050",0.921,2.25869018561924,0.842,2.25869018561924,0.852,0.009,"OO","ENSMFAG00000046050"
"NAGPA",0.921,1.9197362807324,0.842,1.9197362807324,0.88,0.041,"OO","NAGPA"
"FZD3",0.921,1.65662574549248,0.842,1.65662574549248,0.89,0.075,"OO","FZD3"
"CCNK",0.921,1.39182279900711,0.842,1.39182279900711,0.892,0.074,"OO","CCNK"
"CYB5B",0.921,1.35417655279936,0.842,1.35417655279936,0.933,0.126,"OO","CYB5B"
"CCNH",0.921,1.3223420372432,0.842,1.3223420372432,0.993,0.569,"OO","CCNH"
"FAM114A2",0.921,1.11775835477436,0.842,1.11775835477436,0.933,0.134,"OO","FAM114A2"
"ERO1B",0.921,1.11612165294739,0.842,1.11612165294739,0.947,0.137,"OO","ERO1B"
"MCM3AP",0.921,1.05309317988401,0.842,1.05309317988401,0.923,0.134,"OO","MCM3AP"
"CHP1",0.921,1.02387817051857,0.842,1.02387817051857,0.943,0.168,"OO","CHP1"
"KANK1",0.921,1.02193396996753,0.842,1.02193396996753,0.931,0.114,"OO","KANK1"
"BTRC",0.921,1.01205622443279,0.842,1.01205622443279,0.909,0.084,"OO","BTRC"
"YES1",0.921,0.982352916174602,0.842,0.982352916174602,0.969,0.237,"OO","YES1"
"TCP1",0.921,0.976445771189039,0.842,0.976445771189039,0.993,0.378,"OO","TCP1"
"SLC39A10",0.921,0.890379963175979,0.842,0.890379963175979,0.943,0.13,"OO","SLC39A10"
"SERPINB8",0.921,0.87565184148335,0.842,0.87565184148335,0.914,0.125,"OO","SERPINB8"
"THAP1",0.921,0.722608699373259,0.842,0.722608699373259,0.916,0.107,"OO","THAP1"
"ALG2",0.921,0.702860522053491,0.842,0.702860522053491,0.923,0.101,"OO","ALG2"
"RNF8",0.921,0.649272942294576,0.842,0.649272942294576,0.969,0.254,"OO","RNF8"
"PRG3",0.92,3.90835938362785,0.84,3.90835938362785,0.844,0.008,"OO","PRG3"
"FGF14",0.92,2.49335112773137,0.84,2.49335112773137,0.844,0.006,"OO","FGF14"
"TLE7",0.92,2.38664928863439,0.84,2.38664928863439,0.84,0.002,"OO","TLE7"
"MX1",0.92,2.33184784542149,0.84,2.33184784542149,0.926,0.131,"OO","MX1"
"LYPD5",0.92,2.29185327071895,0.84,2.29185327071895,0.842,0.004,"OO","LYPD5"
"MYH13",0.92,1.78462258552198,0.84,1.78462258552198,0.847,0.007,"OO","MYH13"
"DTNA",0.92,1.67694797180808,0.84,1.67694797180808,0.888,0.056,"OO","DTNA"
"AAAS",0.92,1.63828291040719,0.84,1.63828291040719,0.923,0.155,"OO","AAAS"
"TRIP13",0.92,1.630309708305,0.84,1.630309708305,0.89,0.054,"OO","TRIP13"
"ADAM19",0.92,1.44872613468858,0.84,1.44872613468858,0.88,0.048,"OO","ADAM19"
"NDRG4",0.92,1.43923246401224,0.84,1.43923246401224,0.876,0.047,"OO","NDRG4"
"EPCAM",0.92,1.36151792333072,0.84,1.36151792333072,0.902,0.096,"OO","EPCAM"
"ZNF256",0.92,1.23289084460172,0.84,1.23289084460172,0.914,0.101,"OO","ZNF256"
"GAB2",0.92,1.1995204176076,0.84,1.1995204176076,0.88,0.038,"OO","GAB2"
"B4GALT6",0.92,1.11397043084183,0.84,1.11397043084183,0.854,0.012,"OO","B4GALT6"
"COX17",0.92,1.07034065600941,0.84,1.07034065600941,1,0.512,"OO","COX17"
"ATAD5",0.92,1.03753182119015,0.84,1.03753182119015,0.883,0.047,"OO","ATAD5"
"GRSF1",0.92,0.961307416908008,0.84,0.961307416908008,0.959,0.174,"OO","GRSF1"
"NAA35",0.92,0.848083357898759,0.84,0.848083357898759,0.981,0.336,"OO","NAA35"
"CEP120",0.92,0.816140891244255,0.84,0.816140891244255,0.943,0.161,"OO","CEP120"
"SLC26A6",0.92,0.762719197940539,0.84,0.762719197940539,0.89,0.066,"OO","SLC26A6"
"FAM49B",0.92,0.72938325959367,0.84,0.72938325959367,0.967,0.303,"OO","FAM49B"
"LANCL2",0.92,0.70136551550934,0.84,0.70136551550934,0.909,0.089,"OO","LANCL2"
"FAM76A",0.92,0.606538449568015,0.84,0.606538449568015,0.938,0.161,"OO","FAM76A"
"SNX4",0.92,0.60366832203961,0.84,0.60366832203961,0.974,0.228,"OO","SNX4"
"EXOSC8",0.92,0.590852616413175,0.84,0.590852616413175,0.976,0.272,"OO","EXOSC8"
"HACL1",0.92,0.586759906279001,0.84,0.586759906279001,0.909,0.102,"OO","HACL1"
"ATL2",0.92,0.511933614016701,0.84,0.511933614016701,0.902,0.074,"OO","ATL2"
"MORN2",0.92,0.503486630164396,0.84,0.503486630164396,0.955,0.237,"OO","MORN2"
"TCL1B",0.919,2.68744504599939,0.838,2.68744504599939,0.84,0.001,"OO","TCL1B"
"KCNN2",0.919,2.60614739385427,0.838,2.60614739385427,0.844,0.006,"OO","KCNN2"
"ATP10B",0.919,2.36101151152436,0.838,2.36101151152436,0.837,0,"OO","ATP10B"
"GPX1",0.919,2.29237940778616,0.838,2.29237940778616,0.981,0.462,"OO","GPX1"
"IL34",0.919,1.97501343795234,0.838,1.97501343795234,0.866,0.027,"OO","IL34"
"MCM3",0.919,1.83186237730213,0.838,1.83186237730213,0.859,0.032,"OO","MCM3"
"MEIOB",0.919,1.81064636999547,0.838,1.81064636999547,0.856,0.024,"OO","MEIOB"
"SLC14A2",0.919,1.71318660249448,0.838,1.71318660249448,0.842,0.004,"OO","SLC14A2"
"MCM2",0.919,1.66642305881892,0.838,1.66642305881892,0.888,0.078,"OO","MCM2"
"TBC1D1",0.919,1.57791369921429,0.838,1.57791369921429,0.89,0.055,"OO","TBC1D1"
"MAD1L1",0.919,1.42510178095363,0.838,1.42510178095363,0.909,0.098,"OO","MAD1L1"
"GLRX3",0.919,1.35079425758981,0.838,1.35079425758981,0.995,0.479,"OO","GLRX3"
"ENSMFAG00000040995",0.919,1.26608432781298,0.838,1.26608432781298,0.993,0.449,"OO","ENSMFAG00000040995"
"CRY1",0.919,1.25849599791968,0.838,1.25849599791968,0.931,0.138,"OO","CRY1"
"ITIH5",0.919,1.05779295786607,0.838,1.05779295786607,0.88,0.037,"OO","ITIH5"
"LSG1",0.919,1.02418541371863,0.838,1.02418541371863,0.971,0.222,"OO","LSG1"
"TNPO3",0.919,1.00988251761175,0.838,1.00988251761175,0.943,0.138,"OO","TNPO3"
"FUCA2",0.919,0.977545718892925,0.838,0.977545718892925,0.909,0.096,"OO","FUCA2"
"ENSMFAG00000033952",0.919,0.964085635212922,0.838,0.964085635212922,0.998,0.543,"OO","ENSMFAG00000033952"
"ERMP1",0.919,0.949965384878452,0.838,0.949965384878452,0.919,0.12,"OO","ERMP1"
"THSD7A",0.919,0.903549453716401,0.838,0.903549453716401,0.876,0.034,"OO","THSD7A"
"LACTB2",0.919,0.78863034653471,0.838,0.78863034653471,0.914,0.099,"OO","LACTB2"
"PARP1",0.919,0.747274064304121,0.838,0.747274064304121,0.981,0.286,"OO","PARP1"
"ENSMFAG00000041256",0.919,0.730100733559706,0.838,0.730100733559706,0.986,0.375,"OO","ENSMFAG00000041256"
"THOC1",0.919,0.721951471199221,0.838,0.721951471199221,0.943,0.154,"OO","THOC1"
"REV1",0.919,0.713674408350365,0.838,0.713674408350365,0.947,0.154,"OO","REV1"
"SSSCA1",0.919,0.708489686845599,0.838,0.708489686845599,0.95,0.232,"OO","SSSCA1"
"EBP",0.919,0.706489604118053,0.838,0.706489604118053,0.964,0.252,"OO","EBP"
"RNF20",0.919,0.643816206688278,0.838,0.643816206688278,0.957,0.181,"OO","RNF20"
"USPL1",0.919,0.576918103647914,0.838,0.576918103647914,0.935,0.121,"OO","USPL1"
"SLAIN1",0.918,2.87252251660188,0.836,2.87252251660188,0.854,0.023,"OO","SLAIN1"
"MELK",0.918,2.37452699861101,0.836,2.37452699861101,0.844,0.008,"OO","MELK"
"CUX2",0.918,2.33877854747936,0.836,2.33877854747936,0.84,0.004,"OO","CUX2"
"PARVB",0.918,1.83144917043732,0.836,1.83144917043732,0.883,0.073,"OO","PARVB"
"GALNT3",0.918,1.72069595186849,0.836,1.72069595186849,0.856,0.019,"OO","GALNT3"
"ENSMFAG00000000495",0.918,1.58217519033968,0.836,1.58217519033968,0.883,0.041,"OO","ENSMFAG00000000495"
"MAGI2",0.918,1.57740227537231,0.836,1.57740227537231,0.847,0.012,"OO","MAGI2"
"ENSMFAG00000006832",0.918,1.32258529855445,0.836,1.32258529855445,0.943,0.211,"OO","ENSMFAG00000006832"
"RACGAP1",0.918,1.24942913154497,0.836,1.24942913154497,0.849,0.017,"OO","RACGAP1"
"DCTN6",0.918,1.22241374916251,0.836,1.22241374916251,0.998,0.466,"OO","DCTN6"
"FARP1",0.918,1.20813535839745,0.836,1.20813535839745,0.861,0.026,"OO","FARP1"
"ROGDI",0.918,1.19888149399352,0.836,1.19888149399352,0.95,0.191,"OO","ROGDI"
"SRBD1",0.918,1.17926245924714,0.836,1.17926245924714,0.902,0.111,"OO","SRBD1"
"ENSMFAG00000045352",0.918,1.15025049383608,0.836,1.15025049383608,0.914,0.111,"OO","ENSMFAG00000045352"
"ANAPC7",0.918,1.13536587608258,0.836,1.13536587608258,0.921,0.138,"OO","ANAPC7"
"PITRM1",0.918,1.09704402125212,0.836,1.09704402125212,0.952,0.254,"OO","PITRM1"
"SNX30",0.918,1.0835133235764,0.836,1.0835133235764,0.933,0.126,"OO","SNX30"
"VPS72",0.918,1.07783308705848,0.836,1.07783308705848,0.933,0.171,"OO","VPS72"
"PIP4K2A",0.918,1.0091891323119,0.836,1.0091891323119,0.926,0.164,"OO","PIP4K2A"
"PAK1IP1",0.918,1.00133789899703,0.836,1.00133789899703,0.943,0.236,"OO","PAK1IP1"
"OSBP",0.918,0.999386735328204,0.836,0.999386735328204,0.923,0.11,"OO","OSBP"
"SCML2",0.918,0.987807545429629,0.836,0.987807545429629,0.9,0.095,"OO","SCML2"
"FAM103A1",0.918,0.90060576506491,0.836,0.90060576506491,0.99,0.307,"OO","FAM103A1"
"C3orf38",0.918,0.881835152829394,0.836,0.881835152829394,0.947,0.171,"OO","C3orf38"
"ZC3H15",0.918,0.761589585990663,0.836,0.761589585990663,0.993,0.339,"OO","ZC3H15"
"ENSMFAG00000023313",0.918,0.73718110448009,0.836,0.73718110448009,0.943,0.158,"OO","ENSMFAG00000023313"
"CCDC181",0.918,0.721825521452038,0.836,0.721825521452038,0.888,0.065,"OO","CCDC181"
"DCUN1D5",0.918,0.588750005667238,0.836,0.588750005667238,0.952,0.204,"OO","DCUN1D5"
"SRP72",0.918,0.58784614136455,0.836,0.58784614136455,0.971,0.224,"OO","SRP72"
"ENSMFAG00000042337",0.918,0.567256290786768,0.836,0.567256290786768,0.986,0.223,"OO","ENSMFAG00000042337"
"ENSMFAG00000035858",0.917,3.92458164017186,0.834,3.92458164017186,0.844,0.014,"OO","ENSMFAG00000035858"
"C4orf45",0.917,3.22047528979023,0.834,3.22047528979023,0.837,0.004,"OO","C4orf45"
"ISL1",0.917,2.13808612281886,0.834,2.13808612281886,0.837,0.002,"OO","ISL1"
"HES6",0.917,1.78018628339497,0.834,1.78018628339497,0.837,0.003,"OO","HES6"
"CCT6B",0.917,1.63060514508022,0.834,1.63060514508022,0.871,0.043,"OO","CCT6B"
"BSCL2",0.917,1.60658731442476,0.834,1.60658731442476,0.952,0.258,"OO","BSCL2"
"UHRF2",0.917,1.54785976355131,0.834,1.54785976355131,0.947,0.228,"OO","UHRF2"
"CTNNA2",0.917,1.54119653728535,0.834,1.54119653728535,0.84,0.006,"OO","CTNNA2"
"RSL1D1",0.917,1.32484889235846,0.834,1.32484889235846,0.986,0.43,"OO","RSL1D1"
"UBE2E1",0.917,1.28301975349269,0.834,1.28301975349269,0.9,0.078,"OO","UBE2E1"
"ISCU",0.917,1.22217491770103,0.834,1.22217491770103,0.99,0.474,"OO","ISCU"
"FAM151B",0.917,1.22174378732196,0.834,1.22174378732196,0.868,0.04,"OO","FAM151B"
"UBE2V1",0.917,1.16298979720498,0.834,1.16298979720498,1,0.508,"OO","UBE2V1"
"DYNC2H1",0.917,1.15227366898531,0.834,1.15227366898531,0.978,0.198,"OO","DYNC2H1"
"OSCP1",0.917,1.07680068320929,0.834,1.07680068320929,0.856,0.026,"OO","OSCP1"
"RAB40B",0.917,1.06378428468064,0.834,1.06378428468064,0.89,0.063,"OO","RAB40B"
"EXOSC1",0.917,1.04541327968963,0.834,1.04541327968963,0.935,0.169,"OO","EXOSC1"
"GOLT1B",0.917,1.01608876514341,0.834,1.01608876514341,0.916,0.112,"OO","GOLT1B"
"ENSMFAG00000034656",0.917,1.00273012060639,0.834,1.00273012060639,0.993,0.389,"OO","ENSMFAG00000034656"
"BCAP29",0.917,0.909509156243811,0.834,0.909509156243811,0.978,0.286,"OO","BCAP29"
"CIP2A",0.917,0.902439138777031,0.834,0.902439138777031,0.89,0.054,"OO","CIP2A"
"RNF214",0.917,0.833359551124754,0.834,0.833359551124754,0.909,0.069,"OO","RNF214"
"ENSMFAG00000032492",0.917,0.68492092621298,0.834,0.68492092621298,0.911,0.113,"OO","ENSMFAG00000032492"
"ENSMFAG00000044706",0.916,3.12463051084661,0.832,3.12463051084661,0.844,0.017,"OO","ENSMFAG00000044706"
"ANO10",0.916,1.76271337085509,0.832,1.76271337085509,0.856,0.026,"OO","ANO10"
"CACUL1",0.916,1.71124868763257,0.832,1.71124868763257,0.868,0.035,"OO","CACUL1"
"PTPRB",0.916,1.56840047050992,0.832,1.56840047050992,0.876,0.044,"OO","PTPRB"
"LOXL2",0.916,1.31893689216931,0.832,1.31893689216931,0.885,0.052,"OO","LOXL2"
"FANCL",0.916,1.29026754774192,0.832,1.29026754774192,0.885,0.075,"OO","FANCL"
"ENSMFAG00000035517",0.916,1.21477505752247,0.832,1.21477505752247,0.99,0.431,"OO","ENSMFAG00000035517"
"AARS",0.916,1.19399330626054,0.832,1.19399330626054,0.959,0.188,"OO","AARS"
"ENSMFAG00000044367",0.916,1.18725553322534,0.832,1.18725553322534,0.871,0.043,"OO","ENSMFAG00000044367"
"PELP1",0.916,1.08902366855481,0.832,1.08902366855481,0.888,0.051,"OO","PELP1"
"CDH3",0.916,0.9796590054927,0.832,0.9796590054927,0.964,0.258,"OO","CDH3"
"HEATR5B",0.916,0.969577553156733,0.832,0.969577553156733,0.902,0.083,"OO","HEATR5B"
"MFSD14B",0.916,0.964008244652626,0.832,0.964008244652626,0.928,0.131,"OO","MFSD14B"
"FH",0.916,0.948189137820267,0.832,0.948189137820267,0.957,0.215,"OO","FH"
"POP1",0.916,0.935005217214301,0.832,0.935005217214301,0.873,0.042,"OO","POP1"
"MSH3",0.916,0.924114892597478,0.832,0.924114892597478,0.926,0.118,"OO","MSH3"
"FAM184A",0.916,0.910259229185842,0.832,0.910259229185842,0.866,0.037,"OO","FAM184A"
"FAM216A",0.916,0.897587801188283,0.832,0.897587801188283,0.914,0.123,"OO","FAM216A"
"ZNF92",0.916,0.86896949049438,0.832,0.86896949049438,0.916,0.1,"OO","ZNF92"
"CRBN",0.916,0.841508050834414,0.832,0.841508050834414,0.969,0.359,"OO","CRBN"
"PPP1R7",0.916,0.797542839075374,0.832,0.797542839075374,0.931,0.136,"OO","PPP1R7"
"ARFIP1",0.916,0.753703295199804,0.832,0.753703295199804,0.935,0.142,"OO","ARFIP1"
"FAM13A",0.916,0.746996926479712,0.832,0.746996926479712,0.962,0.249,"OO","FAM13A"
"CCDC148",0.916,0.744187872915014,0.832,0.744187872915014,0.852,0.024,"OO","CCDC148"
"KPNA6",0.916,0.73018628707722,0.832,0.73018628707722,0.931,0.122,"OO","KPNA6"
"PRPF3",0.916,0.725107248766953,0.832,0.725107248766953,0.921,0.151,"OO","PRPF3"
"ATG14",0.916,0.716754045352989,0.832,0.716754045352989,0.926,0.13,"OO","ATG14"
"ELMO1",0.916,0.700572230793163,0.832,0.700572230793163,0.897,0.07,"OO","ELMO1"
"TAF3",0.916,0.640605738170891,0.832,0.640605738170891,0.935,0.129,"OO","TAF3"
"NDUFAF1",0.916,0.628303277884223,0.832,0.628303277884223,0.952,0.211,"OO","NDUFAF1"
"NPS",0.915,2.51558169345008,0.83,2.51558169345008,0.83,0.002,"OO","NPS"
"GABBR2",0.915,2.33680857413607,0.83,2.33680857413607,0.83,0.003,"OO","GABBR2"
"FMN1",0.915,2.21849782724362,0.83,2.21849782724362,0.84,0.013,"OO","FMN1"
"DENND1C",0.915,2.17739716389653,0.83,2.17739716389653,0.849,0.019,"OO","DENND1C"
"TMCC3",0.915,1.66861668597539,0.83,1.66861668597539,0.859,0.038,"OO","TMCC3"
"ADGRG6",0.915,1.64140942234968,0.83,1.64140942234968,0.861,0.039,"OO","ADGRG6"
"LINS1",0.915,1.51056245402613,0.83,1.51056245402613,0.864,0.044,"OO","LINS1"
"TBCA",0.915,1.44844318561055,0.83,1.44844318561055,0.998,0.621,"OO","TBCA"
"TM7SF3",0.915,1.39586243413271,0.83,1.39586243413271,0.856,0.028,"OO","TM7SF3"
"BRMS1",0.915,1.37616432980398,0.83,1.37616432980398,0.911,0.128,"OO","BRMS1"
"CENPM",0.915,1.35244136814224,0.83,1.35244136814224,0.888,0.086,"OO","CENPM"
"INTS8",0.915,1.33044819037805,0.83,1.33044819037805,0.914,0.099,"OO","INTS8"
"TRNT1",0.915,1.18747300541895,0.83,1.18747300541895,0.888,0.061,"OO","TRNT1"
"TRMT6",0.915,1.1630112558366,0.83,1.1630112558366,0.969,0.405,"OO","TRMT6"
"PSEN1",0.915,1.14688462624973,0.83,1.14688462624973,0.957,0.241,"OO","PSEN1"
"ENSMFAG00000042375",0.915,1.13201654572317,0.83,1.13201654572317,0.976,0.391,"OO","ENSMFAG00000042375"
"SNX16",0.915,1.08222774373402,0.83,1.08222774373402,0.897,0.074,"OO","SNX16"
"AFF1",0.915,1.07523917064394,0.83,1.07523917064394,0.995,0.364,"OO","AFF1"
"TMEM14A",0.915,1.04993908866232,0.83,1.04993908866232,0.983,0.452,"OO","TMEM14A"
"GTF2E2",0.915,1.01558891915955,0.83,1.01558891915955,0.945,0.223,"OO","GTF2E2"
"MTPAP",0.915,0.99437889130642,0.83,0.99437889130642,0.926,0.122,"OO","MTPAP"
"UBE3B",0.915,0.958353590134659,0.83,0.958353590134659,0.904,0.088,"OO","UBE3B"
"ALDH1A2",0.915,0.896759832818692,0.83,0.896759832818692,0.866,0.034,"OO","ALDH1A2"
"UBE2H",0.915,0.806427366091177,0.83,0.806427366091177,0.967,0.231,"OO","UBE2H"
"ZWINT",0.915,0.781704290468841,0.83,0.781704290468841,0.888,0.071,"OO","ZWINT"
"NDUFAF4",0.915,0.711799985571807,0.83,0.711799985571807,0.955,0.242,"OO","NDUFAF4"
"SCML1",0.915,0.693377332839471,0.83,0.693377332839471,0.947,0.156,"OO","SCML1"
"NUP50",0.915,0.688459869525982,0.83,0.688459869525982,0.943,0.167,"OO","NUP50"
"KIFAP3",0.915,0.650380102137933,0.83,0.650380102137933,0.94,0.129,"OO","KIFAP3"
"NEDD1",0.915,0.621520827528004,0.83,0.621520827528004,0.907,0.088,"OO","NEDD1"
"MRPL30",0.915,0.540901356064766,0.83,0.540901356064766,0.919,0.119,"OO","MRPL30"
"EPB41L5",0.915,0.532604560192989,0.83,0.532604560192989,0.902,0.097,"OO","EPB41L5"
"ALKBH2",0.915,0.517824485787672,0.83,0.517824485787672,0.933,0.148,"OO","ALKBH2"
"TMEM132D",0.914,2.30526571049253,0.828,2.30526571049253,0.83,0.003,"OO","TMEM132D"
"GRIN2B",0.914,2.2163684238236,0.828,2.2163684238236,0.83,0.004,"OO","GRIN2B"
"TMEM108",0.914,1.69952135168926,0.828,1.69952135168926,0.861,0.025,"OO","TMEM108"
"CFL2",0.914,1.25311136406152,0.828,1.25311136406152,0.964,0.258,"OO","CFL2"
"ATP6AP1L",0.914,1.19900439397234,0.828,1.19900439397234,0.861,0.036,"OO","ATP6AP1L"
"SC5D",0.914,1.16257573936472,0.828,1.16257573936472,0.94,0.173,"OO","SC5D"
"DNAJB6",0.914,1.14529405420395,0.828,1.14529405420395,0.969,0.35,"OO","DNAJB6"
"LMO4",0.914,1.1124218895725,0.828,1.1124218895725,0.921,0.116,"OO","LMO4"
"MRPL44",0.914,0.972059183690095,0.828,0.972059183690095,0.892,0.062,"OO","MRPL44"
"ZNF143",0.914,0.971948031717504,0.828,0.971948031717504,0.943,0.177,"OO","ZNF143"
