"","myAUC","avg_diff","power","avg_logFC","pct.1","pct.2","cluster","gene"
"H2AFY",0.721,1.7013975243403,0.442,1.7013975243403,0.714,0.479,"M","H2AFY"
"CD86",0.72,3.01682509954504,0.44,3.01682509954504,0.518,0.133,"M","CD86"
"NOS2",0.72,2.59766052611238,0.44,2.59766052611238,0.5,0.083,"M","NOS2"
"NAAA",0.72,2.48647978564668,0.44,2.48647978564668,0.536,0.139,"M","NAAA"
"MFNG1",0.72,2.27200227492746,0.44,2.27200227492746,0.5,0.077,"M","MFNG"
"PFN11",0.72,1.8499553457682,0.44,1.8499553457682,0.857,0.671,"M","PFN1"
"NPC2",0.72,1.23462070843359,0.44,1.23462070843359,0.911,0.801,"M","NPC2"
"ANXA5",0.718,0.856741085177909,0.436,0.856741085177909,0.982,0.906,"M","ANXA5"
"ACTR3",0.717,1.69508441516515,0.434,1.69508441516515,0.786,0.503,"M","ACTR3"
"HCK",0.716,4.90521975656834,0.432,4.90521975656834,0.464,0.054,"M","HCK"
"TPP11",0.716,1.04027149499618,0.432,1.04027149499618,0.679,0.351,"M","TPP1"
"C1orf162",0.715,4.724509436525,0.43,4.724509436525,0.446,0.026,"M","C1orf162"
"CTSC1",0.715,2.67282691051554,0.43,2.67282691051554,0.607,0.299,"M","CTSC"
"ARPC31",0.715,1.51855040888271,0.43,1.51855040888271,0.911,0.734,"M","ARPC3"
"TNFSF13B",0.713,5.06670504095264,0.426,5.06670504095264,0.446,0.028,"M","TNFSF13B"
"ENSMFAG00000041667",0.712,3.88160980827333,0.424,3.88160980827333,0.464,0.063,"M","ENSMFAG00000041667"
"YBX1",0.712,1.6010174135187,0.424,1.6010174135187,0.911,0.727,"M","YBX1"
"ARRB21",0.711,3.30960244443569,0.422,3.30960244443569,0.554,0.209,"M","ARRB2"
"PELI1",0.711,2.74675843474353,0.422,2.74675843474353,0.643,0.366,"M","PELI1"
"CTSA1",0.711,2.55602730577548,0.422,2.55602730577548,0.661,0.358,"M","CTSA"
"PECAM1",0.711,1.33457903234942,0.422,1.33457903234942,0.607,0.262,"M","PECAM1"
"SLC2A6",0.71,3.47794143794013,0.42,3.47794143794013,0.446,0.042,"M","SLC2A6"
"VASP",0.71,2.52899976331896,0.42,2.52899976331896,0.589,0.252,"M","VASP"
"SPI1",0.71,2.04265303970755,0.42,2.04265303970755,0.446,0.039,"M","SPI1"
"RNASE6",0.709,4.06977683336582,0.418,4.06977683336582,0.429,0.014,"M","RNASE6"
"LPL",0.708,4.04410833952691,0.416,4.04410833952691,0.464,0.073,"M","LPL"
"TNNI2",0.708,3.71340962233448,0.416,3.71340962233448,0.446,0.043,"M","TNNI2"
"MT2",0.708,1.46383093011351,0.416,1.46383093011351,0.929,0.766,"M","MT2"
"G0S2",0.707,1.6476234646988,0.414,1.6476234646988,0.696,0.323,"M","G0S2"
"VIM",0.707,1.10987945973941,0.414,1.10987945973941,0.982,0.947,"M","VIM"
"HCLS11",0.706,2.80906427227455,0.412,2.80906427227455,0.464,0.067,"M","HCLS1"
"TNFRSF14",0.705,2.52265197581963,0.41,2.52265197581963,0.482,0.083,"M","TNFRSF14"
"MAP2K31",0.705,2.39189952092742,0.41,2.39189952092742,0.607,0.302,"M","MAP2K3"
"CD371",0.704,2.71330817026999,0.408,2.71330817026999,0.5,0.145,"M","CD37"
"SCARB2",0.704,2.33772175316584,0.408,2.33772175316584,0.571,0.253,"M","SCARB2"
"PDE4B1",0.702,2.52354964256757,0.404,2.52354964256757,0.554,0.187,"M","PDE4B"
"ENSMFAG00000031015",0.702,2.09142256587508,0.404,2.09142256587508,0.536,0.17,"M","ENSMFAG00000031015"
"ENSMFAG00000044231",0.701,2.0187552131522,0.402,2.0187552131522,0.464,0.069,"M","ENSMFAG00000044231"
"PLEKHB2",0.698,2.35672582431875,0.396,2.35672582431875,0.679,0.402,"M","PLEKHB2"
"PTX3",0.696,2.76158439986741,0.392,2.76158439986741,0.429,0.05,"M","PTX3"
"PSMB81",0.695,1.04398147178071,0.39,1.04398147178071,0.536,0.154,"M","PSMB8"
"LRRC25",0.694,3.91793496410591,0.388,3.91793496410591,0.411,0.033,"M","LRRC25"
"PLEK1",0.694,3.32300382738047,0.388,3.32300382738047,0.589,0.307,"M","PLEK"
"ENSMFAG00000030485",0.694,1.15249908195595,0.388,1.15249908195595,0.696,0.404,"M","ENSMFAG00000030485"
"CFL11",0.694,0.703547342765773,0.388,0.703547342765773,1,0.959,"M","CFL1"
"CSTA",0.693,4.06482644954871,0.386,4.06482644954871,0.411,0.035,"M","CSTA"
"PRCP",0.693,2.33414672362096,0.386,2.33414672362096,0.571,0.268,"M","PRCP"
"ENO1",0.692,1.18332749671,0.384,1.18332749671,0.857,0.827,"M","ENO1"
"ENSMFAG00000002778",0.691,5.10681294239789,0.382,5.10681294239789,0.411,0.04,"M","ENSMFAG00000002778"
"AP1S21",0.691,1.60796394697998,0.382,1.60796394697998,0.625,0.292,"M","AP1S2"
"SIRPA1",0.69,2.52577477121527,0.38,2.52577477121527,0.554,0.209,"M","SIRPA"
"SEMA4A",0.688,3.09396772135427,0.376,3.09396772135427,0.482,0.153,"M","SEMA4A"
"B2M1",0.688,0.857280139741512,0.376,0.857280139741512,0.875,0.806,"M","B2M"
"ENSMFAG000000071841",0.688,0.574583289678394,0.376,0.574583289678394,0.982,0.964,"M","ENSMFAG00000007184"
"CD14",0.686,5.41596142250524,0.372,5.41596142250524,0.429,0.083,"M","CD14"
"RBM31",0.686,1.21084977511975,0.372,1.21084977511975,0.732,0.526,"M","RBM3"
"NCR3",0.685,2.53774532932937,0.37,2.53774532932937,0.393,0.028,"M","NCR3"
"LPXN1",0.685,2.35100762335307,0.37,2.35100762335307,0.518,0.198,"M","LPXN"
"FUOM",0.683,2.38299358870262,0.366,2.38299358870262,0.429,0.075,"M","FUOM"
"ATP13A3",0.683,2.26345795123935,0.366,2.26345795123935,0.589,0.359,"M","ATP13A3"
"PSMB101",0.683,1.66593860470983,0.366,1.66593860470983,0.536,0.236,"M","PSMB10"
"ARPC51",0.683,1.08337499529271,0.366,1.08337499529271,0.804,0.595,"M","ARPC5"
"ENSMFAG00000038721",0.682,4.39903238296998,0.364,4.39903238296998,0.375,0.014,"M","ENSMFAG00000038721"
"YWHAB1",0.682,1.09478506585672,0.364,1.09478506585672,0.875,0.632,"M","YWHAB"
"RASSF51",0.681,2.31245867758183,0.362,2.31245867758183,0.464,0.151,"M","RASSF5"
"ANXA21",0.681,0.763588550353055,0.362,0.763588550353055,0.893,0.751,"M","ANXA2"
"TKT",0.68,1.98270422495602,0.36,1.98270422495602,0.643,0.412,"M","TKT"
"TAGLN21",0.68,0.790905401985461,0.36,0.790905401985461,0.804,0.661,"M","TAGLN2"
"CSF2RB",0.679,3.98373581137494,0.358,3.98373581137494,0.375,0.022,"M","CSF2RB"
"PGK1",0.679,0.846499556403701,0.358,0.846499556403701,0.839,0.637,"M","PGK1"
"ARPC21",0.678,1.08889064218471,0.356,1.08889064218471,0.946,0.839,"M","ARPC2"
"IQGAP1",0.677,1.17915380147314,0.354,1.17915380147314,0.768,0.525,"M","IQGAP1"
"H3F3A",0.675,0.699497308847351,0.35,0.699497308847351,0.982,0.944,"M","H3F3A"
"BID1",0.673,2.23462027873139,0.346,2.23462027873139,0.643,0.325,"M","BID"
"CASP12",0.672,1.62850936111941,0.344,1.62850936111941,0.411,0.072,"M","CASP12"
"SLC2A5",0.671,3.0632384547625,0.342,3.0632384547625,0.429,0.125,"M","SLC2A5"
"IGSF6",0.67,3.62674820664584,0.34,3.62674820664584,0.375,0.044,"M","IGSF6"
"EDEM1",0.67,2.49890944247689,0.34,2.49890944247689,0.518,0.244,"M","EDEM1"
"IER3",0.669,1.97033581910649,0.338,1.97033581910649,0.661,0.545,"M","IER3"
"RELT",0.668,3.33954013594686,0.336,3.33954013594686,0.429,0.132,"M","RELT"
"DBI1",0.668,1.45234239775949,0.336,1.45234239775949,0.857,0.741,"M","DBI"
"PTP4A2",0.668,1.4283758412188,0.336,1.4283758412188,0.714,0.499,"M","PTP4A2"
"PTK2B",0.667,3.67436406120595,0.334,3.67436406120595,0.357,0.032,"M","PTK2B"
"DUSP51",0.667,3.02013169872292,0.334,3.02013169872292,0.661,0.593,"M","DUSP5"
"NCF4",0.667,2.8497590684769,0.334,2.8497590684769,0.393,0.071,"M","NCF4"
"CLEC7A",0.667,2.68164399266425,0.334,2.68164399266425,0.375,0.053,"M","CLEC7A"
"ENSMFAG00000000927",0.667,1.77905255414433,0.334,1.77905255414433,0.446,0.134,"M","ENSMFAG00000000927"
"ENSMFAG00000044507",0.667,1.31477284708679,0.334,1.31477284708679,0.714,0.591,"M","ENSMFAG00000044507"
"ABRACL1",0.666,2.13188399121578,0.332,2.13188399121578,0.589,0.358,"M","ABRACL"
"LRP1",0.666,1.17957288295361,0.332,1.17957288295361,0.679,0.465,"M","LRP1"
"SERPINB2",0.665,4.2367346132801,0.33,4.2367346132801,0.375,0.06,"M","SERPINB2"
"SH3BGRL",0.665,0.886604935060161,0.33,0.886604935060161,0.804,0.605,"M","SH3BGRL"
"TNFSF131",0.664,2.65471679631283,0.328,2.65471679631283,0.5,0.217,"M","TNFSF13"
"NFKB1",0.664,2.16246432465739,0.328,2.16246432465739,0.5,0.227,"M","NFKB1"
"SGSH",0.664,2.06058106687045,0.328,2.06058106687045,0.429,0.126,"M","SGSH"
"CAP11",0.664,1.36034635603199,0.328,1.36034635603199,0.714,0.5,"M","CAP1"
"MS4A6A1",0.663,2.25211697957237,0.326,2.25211697957237,0.643,0.458,"M","MS4A6A"
"SP1101",0.663,1.46426831945344,0.326,1.46426831945344,0.643,0.429,"M","SP110"
"ENSMFAG000000376491",0.663,0.778828449877395,0.326,0.778828449877395,0.589,0.283,"M","ENSMFAG00000037649"
"PLD4",0.662,3.83823555806734,0.324,3.83823555806734,0.339,0.022,"M","PLD4"
"TSPAN14",0.662,2.82570494974408,0.324,2.82570494974408,0.5,0.259,"M","TSPAN14"
"CXCL3",0.661,4.1502686044454,0.322,4.1502686044454,0.357,0.047,"M","CXCL3"
"IFNGR2",0.661,3.21954779102257,0.322,3.21954779102257,0.554,0.301,"M","IFNGR2"
"TMED5",0.661,1.94516241558905,0.322,1.94516241558905,0.518,0.266,"M","TMED5"
"TSPO",0.661,1.1625117397848,0.322,1.1625117397848,0.661,0.466,"M","TSPO"
"HK3",0.66,4.32415010248689,0.32,4.32415010248689,0.393,0.113,"M","HK3"
"ARPC41",0.66,1.66241472564175,0.32,1.66241472564175,0.732,0.465,"M","ARPC4"
"IL1RN",0.659,5.00626755939322,0.318,5.00626755939322,0.357,0.054,"M","IL1RN"
"NLRP3",0.659,3.48806521664688,0.318,3.48806521664688,0.393,0.114,"M","NLRP3"
"NCF1",0.658,3.03661564742099,0.316,3.03661564742099,0.357,0.055,"M","NCF1"
"FN1",0.658,3.0225687356949,0.316,3.0225687356949,0.625,0.524,"M","FN1"
"GNA131",0.658,2.60130024329307,0.316,2.60130024329307,0.554,0.328,"M","GNA13"
"WARS",0.658,2.54708660287772,0.316,2.54708660287772,0.536,0.287,"M","WARS"
"SAMSN11",0.658,1.98364193205205,0.316,1.98364193205205,0.375,0.067,"M","SAMSN1"
"CREG11",0.658,1.35448541579743,0.316,1.35448541579743,0.696,0.447,"M","CREG1"
"CXCL16",0.657,3.01951167481745,0.314,3.01951167481745,0.411,0.125,"M","CXCL16"
"ATP1B31",0.657,1.55819012215455,0.314,1.55819012215455,0.589,0.402,"M","ATP1B3"
"TGFB11",0.657,1.53022515815278,0.314,1.53022515815278,0.393,0.081,"M","TGFB1"
"ENSMFAG00000030321",0.657,0.779773901397208,0.314,0.779773901397208,0.518,0.223,"M","ENSMFAG00000030321"
"GPNMB",0.655,2.89736200240686,0.31,2.89736200240686,0.536,0.291,"M","GPNMB"
"FAM20C",0.655,2.2777634261432,0.31,2.2777634261432,0.411,0.123,"M","FAM20C"
"ZYX",0.655,1.38269659981644,0.31,1.38269659981644,0.607,0.392,"M","ZYX"
"ENSMFAG00000004042",0.654,4.10687017417413,0.308,4.10687017417413,0.321,0.017,"M","ENSMFAG00000004042"
"ENSMFAG00000036608",0.654,3.66727081923048,0.308,3.66727081923048,0.321,0.017,"M","ENSMFAG00000036608"
"FCAR",0.654,3.62970479939653,0.308,3.62970479939653,0.357,0.067,"M","FCAR"
"CD4",0.654,2.82393382170851,0.308,2.82393382170851,0.339,0.038,"M","CD4"
"CYTIP1",0.654,2.17504318022766,0.308,2.17504318022766,0.446,0.19,"M","CYTIP"
"APBB1IP1",0.654,1.80873088663266,0.308,1.80873088663266,0.357,0.053,"M","APBB1IP"
"ENSMFAG000000039811",0.654,0.755467714509869,0.308,0.755467714509869,0.946,0.852,"M","ENSMFAG00000003981"
"TREM2",0.653,4.26191771812825,0.306,4.26191771812825,0.321,0.02,"M","TREM2"
"CASP1",0.653,2.04639409319468,0.306,2.04639409319468,0.393,0.106,"M","CASP1"
"POLD4",0.653,1.35253942765447,0.306,1.35253942765447,0.5,0.252,"M","POLD4"
"SIGLEC12",0.652,4.01910396623594,0.304,4.01910396623594,0.321,0.026,"M","SIGLEC12"
"TBXAS1",0.652,3.05099253886971,0.304,3.05099253886971,0.321,0.022,"M","TBXAS1"
"ARL8B",0.652,1.18119955711949,0.304,1.18119955711949,0.625,0.331,"M","ARL8B"
"HK1",0.652,1.15500093971006,0.304,1.15500093971006,0.464,0.179,"M","HK1"
"ENSMFAG00000032548",0.651,1.86315431068143,0.302,1.86315431068143,0.661,0.435,"M","ENSMFAG00000032548"
"ENSMFAG000000332081",0.651,1.18377122154344,0.302,1.18377122154344,0.768,0.613,"M","ENSMFAG00000033208"
"TALDO1",0.651,0.884917457213737,0.302,0.884917457213737,0.839,0.669,"M","TALDO1"
"TTYH3",0.65,2.04031595260727,0.3,2.04031595260727,0.411,0.144,"M","TTYH3"
"NFAM1",0.649,2.60715830590752,0.298,2.60715830590752,0.321,0.032,"M","NFAM1"
"STK17B1",0.649,1.79439633504671,0.298,1.79439633504671,0.518,0.27,"M","STK17B"
"GPSM3",0.649,1.56139990405643,0.298,1.56139990405643,0.339,0.045,"M","GPSM3"
"ACOD1",0.648,4.90386166597158,0.296,4.90386166597158,0.339,0.063,"M","ACOD1"
"SLC15A31",0.648,2.93332546538627,0.296,2.93332546538627,0.429,0.165,"M","SLC15A3"
"RAB32",0.648,1.86334198584049,0.296,1.86334198584049,0.411,0.147,"M","RAB32"
"ISG202",0.648,1.45673549353661,0.296,1.45673549353661,0.571,0.3,"M","ISG20"
"JAK11",0.648,1.27198945258817,0.296,1.27198945258817,0.661,0.428,"M","JAK1"
"ETS2",0.648,0.573113556348864,0.296,0.573113556348864,0.643,0.418,"M","ETS2"
"POU2F2",0.647,3.99012012694751,0.294,3.99012012694751,0.375,0.124,"M","POU2F2"
"EZR2",0.647,0.724745396237614,0.294,0.724745396237614,0.786,0.596,"M","EZR"
"RUNX31",0.645,3.30252535991019,0.29,3.30252535991019,0.339,0.062,"M","RUNX3"
"MAPKAPK3",0.644,1.85409678660457,0.288,1.85409678660457,0.446,0.19,"M","MAPKAPK3"
"MMP19",0.644,1.50619008998656,0.288,1.50619008998656,0.464,0.21,"M","MMP19"
"TMEM173",0.643,2.1068980858427,0.286,2.1068980858427,0.393,0.112,"M","TMEM173"
"ENSMFAG00000041149",0.643,1.93764182887284,0.286,1.93764182887284,0.607,0.42,"M","ENSMFAG00000041149"
"ENSMFAG00000005679",0.643,1.15031096298676,0.286,1.15031096298676,0.518,0.287,"M","ENSMFAG00000005679"
"WAS",0.642,3.3258230846389,0.284,3.3258230846389,0.304,0.022,"M","WAS"
"FMNL1",0.642,2.54794406548576,0.284,2.54794406548576,0.321,0.047,"M","FMNL1"
"LIPA",0.642,2.43777765198102,0.284,2.43777765198102,0.571,0.38,"M","LIPA"
"FAM49B2",0.642,2.11446809092728,0.284,2.11446809092728,0.625,0.407,"M","FAM49B"
"PGAM11",0.642,1.29578478887174,0.284,1.29578478887174,0.786,0.642,"M","PGAM1"
"SCAMP2",0.642,1.18617388834273,0.284,1.18617388834273,0.589,0.335,"M","SCAMP2"
"SASH31",0.641,2.29392814812865,0.282,2.29392814812865,0.321,0.046,"M","SASH3"
"ARHGAP451",0.641,2.20632718482329,0.282,2.20632718482329,0.429,0.165,"M","ARHGAP45"
"BCL31",0.641,1.38400462053416,0.282,1.38400462053416,0.589,0.375,"M","BCL3"
"INPP5D",0.64,2.23663570877251,0.28,2.23663570877251,0.357,0.086,"M","INPP5D"
"PLA2G15",0.639,3.23330558554324,0.278,3.23330558554324,0.393,0.16,"M","PLA2G15"
"IL6R",0.639,2.39664424518424,0.278,2.39664424518424,0.357,0.091,"M","IL6R"
"LTA4H",0.639,1.96234343008084,0.278,1.96234343008084,0.589,0.39,"M","LTA4H"
"PSMB91",0.639,1.82085555699546,0.278,1.82085555699546,0.536,0.346,"M","PSMB9"
"PAK2",0.639,1.17948137034881,0.278,1.17948137034881,0.661,0.461,"M","PAK2"
"DUSP6",0.639,0.669784337595262,0.278,0.669784337595262,0.518,0.294,"M","DUSP6"
"COX6B1",0.639,0.572567796691405,0.278,0.572567796691405,0.839,0.784,"M","COX6B1"
"BAX",0.638,2.50688169635944,0.276,2.50688169635944,0.411,0.158,"M","BAX"
"ENSMFAG00000004725",0.637,0.763172715336103,0.274,0.763172715336103,0.321,0.054,"M","ENSMFAG00000004725"
"NFKBIZ",0.636,0.953561394393766,0.272,0.953561394393766,0.768,0.627,"M","NFKBIZ"
"POLR2L1",0.636,0.923290981584072,0.272,0.923290981584072,0.75,0.585,"M","POLR2L"
"NDUFA2",0.636,0.558875787270194,0.272,0.558875787270194,0.839,0.678,"M","NDUFA2"
"SH2B3",0.635,2.370288329385,0.27,2.370288329385,0.464,0.232,"M","SH2B3"
"DOK2",0.634,2.70152839013244,0.268,2.70152839013244,0.321,0.07,"M","DOK2"
"NFKBIE",0.634,2.52165662802387,0.268,2.52165662802387,0.393,0.164,"M","NFKBIE"
"ATP1A1",0.634,1.95342291480007,0.268,1.95342291480007,0.679,0.542,"M","ATP1A1"
"MN1",0.634,1.78043603497311,0.268,1.78043603497311,0.339,0.088,"M","MN1"
"AP1B1",0.633,2.52901480802162,0.266,2.52901480802162,0.446,0.209,"M","AP1B1"
"BIRC31",0.633,1.73836012748661,0.266,1.73836012748661,0.411,0.189,"M","BIRC3"
"FLI1",0.633,1.72616766980594,0.266,1.72616766980594,0.339,0.08,"M","FLI1"
"PRELID11",0.633,1.35777823515211,0.266,1.35777823515211,0.696,0.534,"M","PRELID1"
"KMO",0.632,4.7714561628249,0.264,4.7714561628249,0.304,0.053,"M","KMO"
"RAP1A1",0.632,1.960564946306,0.264,1.960564946306,0.518,0.294,"M","RAP1A"
"ALDH2",0.632,1.57109917737788,0.264,1.57109917737788,0.732,0.635,"M","ALDH2"
"RHOF1",0.632,1.04971988755693,0.264,1.04971988755693,0.411,0.186,"M","RHOF"
"ENSMFAG000000287921",0.632,0.631254151176654,0.264,0.631254151176654,0.536,0.287,"M","ENSMFAG00000028792"
"DHRS71",0.632,0.622168131869419,0.264,0.622168131869419,0.714,0.506,"M","DHRS7"
"ENSMFAG000000017401",0.632,0.585109608844927,0.264,0.585109608844927,0.911,0.933,"M","ENSMFAG00000001740"
"ZEB2",0.631,1.20738727629174,0.262,1.20738727629174,0.554,0.336,"M","ZEB2"
"ZNF706",0.631,1.17447102313684,0.262,1.17447102313684,0.821,0.663,"M","ZNF706"
"CLEC2B1",0.631,1.14344422176628,0.262,1.14344422176628,0.464,0.244,"M","CLEC2B"
"GK",0.63,3.53601541374128,0.26,3.53601541374128,0.357,0.136,"M","GK"
"ERO1A1",0.63,1.76000139254704,0.26,1.76000139254704,0.589,0.445,"M","ERO1A"
"PPT1",0.63,0.785671213719086,0.26,0.785671213719086,0.554,0.34,"M","PPT1"
"VCAN",0.629,0.923046452491621,0.258,0.923046452491621,0.446,0.236,"M","VCAN"
"NCKAP1L",0.628,2.33622652887579,0.256,2.33622652887579,0.339,0.092,"M","NCKAP1L"
"ERCC-00144",0.628,0.865206504237312,0.256,0.865206504237312,0.518,0.266,"M","ERCC-00144"
"IKBKG",0.628,0.523767829381443,0.256,0.523767829381443,0.482,0.248,"M","IKBKG"
"SPHK1",0.627,3.6024159491285,0.254,3.6024159491285,0.357,0.138,"M","SPHK1"
"INSIG1",0.627,2.39524576131302,0.254,2.39524576131302,0.411,0.213,"M","INSIG1"
"NFKBIA",0.627,1.12574440615866,0.254,1.12574440615866,0.875,0.884,"M","NFKBIA"
"IL4R",0.626,2.01673701517926,0.252,2.01673701517926,0.339,0.094,"M","IL4R"
"GSTA5",0.91,2.12189460335189,0.82,2.12189460335189,0.978,0.467,"GC","GSTA5"
"SCG5",0.886,2.71797476856665,0.772,2.71797476856665,0.916,0.397,"GC","SCG5"
"MDK",0.882,1.83810276813924,0.764,1.83810276813924,0.994,0.776,"GC","MDK"
"TMSB101",0.875,1.38813121564409,0.75,1.38813121564409,1,0.99,"GC","TMSB10"
"RBP1",0.872,1.94174675278613,0.744,1.94174675278613,0.994,0.618,"GC","RBP1"
"GRB14",0.871,1.93827197776165,0.742,1.93827197776165,0.975,0.6,"GC","GRB14"
"IFI27",0.833,1.41437138442423,0.666,1.41437138442423,1,0.821,"GC","IFI27"
"CRHBP",0.818,2.47879044331709,0.636,2.47879044331709,0.855,0.378,"GC","CRHBP"
"SERPINE2",0.816,1.59734806275595,0.632,1.59734806275595,0.992,0.79,"GC","SERPINE2"
"IVNS1ABP1",0.814,1.58709990621151,0.628,1.58709990621151,0.966,0.701,"GC","IVNS1ABP"
"TNNI3",0.81,2.76220153061471,0.62,2.76220153061471,0.81,0.391,"GC","TNNI3"
"PLA2G16",0.79,1.75279096932059,0.58,1.75279096932059,0.953,0.634,"GC","PLA2G16"
"PTN",0.79,1.09284028076573,0.58,1.09284028076573,0.765,0.258,"GC","PTN"
"MGST1",0.785,1.88668188805847,0.57,1.88668188805847,0.813,0.379,"GC","MGST1"
"MFAP2",0.783,1.58735511572327,0.566,1.58735511572327,0.88,0.498,"GC","MFAP2"
"ENSMFAG00000002899",0.782,0.97753452154625,0.564,0.97753452154625,0.983,0.756,"GC","ENSMFAG00000002899"
"COL4A3",0.778,1.79863854403211,0.556,1.79863854403211,0.687,0.215,"GC","COL4A3"
"CCDC152",0.776,1.60471953738235,0.552,1.60471953738235,0.972,0.655,"GC","CCDC152"
"BEX3",0.775,1.12118924638671,0.55,1.12118924638671,0.925,0.607,"GC","BEX3"
"ENSMFAG00000042202",0.771,1.72542068658664,0.542,1.72542068658664,0.693,0.217,"GC","ENSMFAG00000042202"
"ENSMFAG00000032810",0.769,1.82285342736138,0.538,1.82285342736138,0.757,0.317,"GC","ENSMFAG00000032810"
"TSPAN6",0.765,2.09057089508103,0.53,2.09057089508103,0.726,0.279,"GC","TSPAN6"
"SYNGR1",0.762,1.91481170028276,0.524,1.91481170028276,0.796,0.376,"GC","SYNGR1"
"STMN1",0.761,1.56688791924089,0.522,1.56688791924089,0.983,0.778,"GC","STMN1"
"PLA2G1B",0.759,0.952416145240136,0.518,0.952416145240136,0.983,0.9,"GC","PLA2G1B"
"TMEM176B",0.752,1.69429727983296,0.504,1.69429727983296,0.813,0.432,"GC","TMEM176B"
"GATM",0.749,1.87640275071739,0.498,1.87640275071739,0.662,0.289,"GC","GATM"
"IFI27L2",0.747,0.765973068178283,0.494,0.765973068178283,0.989,0.785,"GC","IFI27L2"
"BEX1",0.746,1.45619693676716,0.492,1.45619693676716,0.696,0.278,"GC","BEX1"
"AMH",0.744,2.84557978873281,0.488,2.84557978873281,0.578,0.131,"GC","AMH"
"CNN3",0.742,1.35993065088498,0.484,1.35993065088498,0.953,0.734,"GC","CNN3"
"SERPINH1",0.742,0.889377372377547,0.484,0.889377372377547,0.961,0.669,"GC","SERPINH1"
"CPXM1",0.74,1.43053708181319,0.48,1.43053708181319,0.771,0.387,"GC","CPXM1"
"DKK3",0.736,1.25051234156685,0.472,1.25051234156685,0.729,0.299,"GC","DKK3"
"AMHR2",0.732,2.30101732920952,0.464,2.30101732920952,0.601,0.184,"GC","AMHR2"
"SDC2",0.732,0.78836997678328,0.464,0.78836997678328,0.969,0.774,"GC","SDC2"
"CCND21",0.728,1.35943430814796,0.456,1.35943430814796,0.771,0.435,"GC","CCND2"
"HOPX1",0.724,0.944614721470254,0.448,0.944614721470254,0.676,0.299,"GC","HOPX"
"ISYNA1",0.723,1.52172549251853,0.446,1.52172549251853,0.768,0.429,"GC","ISYNA1"
"NR5A2",0.722,4.41734190377018,0.444,4.41734190377018,0.517,0.102,"GC","NR5A2"
"TCEAL9",0.72,1.30612367797958,0.44,1.30612367797958,0.76,0.4,"GC","TCEAL9"
"TCEA3",0.719,1.7811412159166,0.438,1.7811412159166,0.659,0.327,"GC","TCEA3"
"NDFIP1",0.718,0.941507149750314,0.436,0.941507149750314,0.863,0.688,"GC","NDFIP1"
"CLIC1",0.717,0.83493449936022,0.434,0.83493449936022,0.939,0.721,"GC","CLIC1"
"C4orf48",0.713,1.97966818792778,0.426,1.97966818792778,0.749,0.404,"GC","C4orf48"
"IGFBP2",0.711,1.1508298766093,0.422,1.1508298766093,0.704,0.373,"GC","IGFBP2"
"ENSMFAG00000040972",0.709,2.19171243899212,0.418,2.19171243899212,0.634,0.309,"GC","ENSMFAG00000040972"
"AMOTL2",0.708,1.91283040033234,0.416,1.91283040033234,0.598,0.224,"GC","AMOTL2"
"PMEL",0.706,2.79218541326701,0.412,2.79218541326701,0.561,0.227,"GC","PMEL"
"INHA",0.705,3.1277519814578,0.41,3.1277519814578,0.581,0.241,"GC","INHA"
"GSTP11",0.704,0.915820996001313,0.408,0.915820996001313,0.989,0.911,"GC","GSTP1"
"TMEM106C",0.702,1.10289558256776,0.404,1.10289558256776,0.827,0.514,"GC","TMEM106C"
"SMARCA1",0.699,0.849756658180627,0.398,0.849756658180627,0.715,0.387,"GC","SMARCA1"
"TMEM98",0.698,1.75796066247882,0.396,1.75796066247882,0.732,0.41,"GC","TMEM98"
"MAGED2",0.698,1.25649613798073,0.396,1.25649613798073,0.802,0.602,"GC","MAGED2"
"G0S21",0.697,1.18385500931094,0.394,1.18385500931094,0.637,0.281,"GC","G0S2"
"FHL1",0.697,1.16951036330327,0.394,1.16951036330327,0.832,0.538,"GC","FHL1"
"SYNE2",0.695,1.05162548495723,0.39,1.05162548495723,0.913,0.672,"GC","SYNE2"
"F3",0.694,2.35194315542174,0.388,2.35194315542174,0.631,0.334,"GC","F3"
"TM7SF2",0.694,1.31830911900035,0.388,1.31830911900035,0.525,0.186,"GC","TM7SF2"
"INHBB",0.694,1.02751434100657,0.388,1.02751434100657,0.455,0.078,"GC","INHBB"
"CD99",0.693,1.03890298144261,0.386,1.03890298144261,0.989,0.933,"GC","CD99"
"LIPH",0.692,1.75338157110739,0.384,1.75338157110739,0.486,0.133,"GC","LIPH"
"DSP",0.692,1.74562155358983,0.384,1.74562155358983,0.592,0.319,"GC","DSP"
"SINHCAF",0.69,1.25380980066299,0.38,1.25380980066299,0.838,0.567,"GC","SINHCAF"
"CTNNAL1",0.69,0.944841368523253,0.38,0.944841368523253,0.729,0.441,"GC","CTNNAL1"
"HUWE1",0.69,0.730196356874496,0.38,0.730196356874496,0.763,0.468,"GC","HUWE1"
"TCF3",0.688,1.03166986619017,0.376,1.03166986619017,0.95,0.723,"GC","TCF3"
"ENO11",0.686,0.827711248550025,0.372,0.827711248550025,0.939,0.809,"GC","ENO1"
"ENSMFAG00000037847",0.685,2.47746400701822,0.37,2.47746400701822,0.405,0.04,"GC","ENSMFAG00000037847"
